loan_id,disbursal_month,disbursal_date,segment,city_tier,loan_amount,tenure_months,interest_rate,bureau_risk_score,is_bad_vintage
L1342,2025-02,2025-02-01,Self-Employed,Tier 2,26006,12,13.23,676,False
L1343,2025-02,2025-02-01,Salaried,Tier 2,46616,12,18.43,688,False
L1344,2025-02,2025-02-01,Salaried,Tier 1,92582,48,19.61,737,False
L1345,2025-02,2025-02-01,Salaried,Tier 1,116493,12,15.6,672,False
L1346,2025-02,2025-02-01,Self-Employed,Tier 1,23878,36,19.64,586,False
L1347,2025-02,2025-02-01,Self-Employed,Tier 1,35076,48,19.45,698,False
L1348,2025-02,2025-02-01,Salaried,Tier 1,55747,24,17.1,728,False
L1349,2025-02,2025-02-01,Salaried,Tier 2,70693,36,15.31,772,False
L1350,2025-02,2025-02-01,Self-Employed,Tier 1,166310,36,13.43,696,False
L1351,2025-02,2025-02-01,Self-Employed,Tier 2,84014,24,21.66,575,False
L1352,2025-02,2025-02-01,Self-Employed,Tier 1,64219,12,15.89,782,False
L1353,2025-02,2025-02-01,Self-Employed,Tier 2,58128,24,21.79,718,False
L1354,2025-02,2025-02-01,Self-Employed,Tier 1,71897,48,19.05,704,False
L1355,2025-02,2025-02-01,Self-Employed,Tier 1,65838,12,14.61,733,False
L1356,2025-02,2025-02-01,Self-Employed,Tier 1,98301,12,15.26,745,False
L1357,2025-02,2025-02-01,Salaried,Tier 3,60020,12,12.69,634,False
L1358,2025-02,2025-02-01,Salaried,Tier 2,115712,36,16.23,664,False
L1359,2025-02,2025-02-01,Self-Employed,Tier 2,44446,12,19.97,791,False
L1360,2025-02,2025-02-01,Self-Employed,Tier 1,80472,48,12.23,619,False
L1361,2025-02,2025-02-01,Salaried,Tier 3,107600,36,12.31,637,False
L1362,2025-02,2025-02-01,Salaried,Tier 3,72146,12,11.85,570,False
L1363,2025-02,2025-02-01,Salaried,Tier 2,111708,12,20.94,740,False
L1364,2025-02,2025-02-01,Self-Employed,Tier 3,43173,24,20.58,551,False
L1365,2025-02,2025-02-01,Salaried,Tier 1,73940,48,11.79,671,False
L1366,2025-02,2025-02-01,Self-Employed,Tier 1,106226,48,11.69,759,False
L1367,2025-02,2025-02-01,Self-Employed,Tier 2,116659,48,18.17,632,False
L1368,2025-02,2025-02-01,Salaried,Tier 1,38993,24,17.78,727,False
L1369,2025-02,2025-02-01,Salaried,Tier 1,118509,12,21.88,833,False
L1370,2025-02,2025-02-01,Self-Employed,Tier 2,74855,48,17.62,751,False
L1371,2025-02,2025-02-01,Self-Employed,Tier 3,67986,48,13.81,683,False
L1372,2025-02,2025-02-01,Salaried,Tier 2,74600,36,20.21,682,False
L1373,2025-02,2025-02-01,Self-Employed,Tier 2,15000,48,21.06,741,False
L1374,2025-02,2025-02-01,Salaried,Tier 1,60400,24,17.87,637,False
L1375,2025-02,2025-02-01,Self-Employed,Tier 2,59567,36,12.88,750,False
L1376,2025-02,2025-02-01,Salaried,Tier 2,83771,12,16.82,522,False
L1377,2025-02,2025-02-01,Self-Employed,Tier 1,67725,48,17.84,561,False
L1378,2025-02,2025-02-01,Self-Employed,Tier 1,15000,12,16.56,542,False
L1379,2025-02,2025-02-01,Salaried,Tier 2,63170,12,17.14,619,False
L1380,2025-02,2025-02-01,Self-Employed,Tier 1,98937,12,15.06,705,False
L1381,2025-02,2025-02-01,Self-Employed,Tier 2,33744,24,14.42,690,False
L1382,2025-02,2025-02-01,Self-Employed,Tier 1,93964,36,16.83,799,False
L1383,2025-02,2025-02-01,Self-Employed,Tier 2,78026,12,15.59,621,False
L1384,2025-02,2025-02-01,Self-Employed,Tier 3,54541,12,14.75,755,False
L1385,2025-02,2025-02-01,Self-Employed,Tier 3,75508,12,20.21,693,False
L1386,2025-02,2025-02-01,Salaried,Tier 3,114558,12,16.29,571,False
L1387,2025-02,2025-02-01,Salaried,Tier 1,135641,12,15.74,635,False
L1388,2025-02,2025-02-01,Salaried,Tier 2,143462,24,15.3,584,False
L1389,2025-02,2025-02-01,Salaried,Tier 1,111246,12,13.12,700,False
L1390,2025-02,2025-02-01,Salaried,Tier 2,96297,36,17.11,831,False
L1391,2025-02,2025-02-01,Salaried,Tier 1,39087,12,12.39,621,False
L1392,2025-02,2025-02-01,Salaried,Tier 3,72895,12,19.16,735,False
L1393,2025-02,2025-02-01,Self-Employed,Tier 3,70613,36,12.31,839,False
L1394,2025-02,2025-02-01,Salaried,Tier 3,47709,48,20.14,721,False
L1395,2025-02,2025-02-01,Self-Employed,Tier 3,35420,48,11.63,617,False
L1396,2025-02,2025-02-01,Salaried,Tier 1,107305,24,13.25,464,False
L1397,2025-02,2025-02-01,Salaried,Tier 1,80758,48,15.07,750,False
L1398,2025-02,2025-02-01,Salaried,Tier 1,103092,12,18.61,799,False
L1399,2025-02,2025-02-01,Salaried,Tier 1,146741,12,21.71,638,False
L1400,2025-02,2025-02-01,Salaried,Tier 3,56557,24,11.91,688,False
L1401,2025-02,2025-02-01,Salaried,Tier 1,82236,24,12.87,823,False
L1402,2025-02,2025-02-01,Self-Employed,Tier 1,75756,24,17.83,474,False
L1403,2025-02,2025-02-01,Self-Employed,Tier 3,43810,48,19.62,546,False
L1404,2025-02,2025-02-01,Self-Employed,Tier 2,51958,12,20.25,691,False
L1405,2025-02,2025-02-01,Salaried,Tier 1,66366,12,16.83,624,False
L1406,2025-02,2025-02-01,Self-Employed,Tier 1,95124,12,17.59,793,False
L1407,2025-02,2025-02-01,Salaried,Tier 1,83841,36,19.72,890,False
L1408,2025-02,2025-02-01,Self-Employed,Tier 1,121960,36,13.61,622,False
L1409,2025-02,2025-02-01,Salaried,Tier 1,169330,36,12.89,544,False
L1410,2025-02,2025-02-01,Salaried,Tier 2,72161,24,12.87,491,False
L1411,2025-02,2025-02-01,Self-Employed,Tier 1,70035,24,11.86,758,False
L1412,2025-02,2025-02-01,Self-Employed,Tier 3,62719,48,20.57,682,False
L1413,2025-02,2025-02-01,Salaried,Tier 1,62828,48,16.13,621,False
L1414,2025-02,2025-02-01,Salaried,Tier 3,130880,12,21.8,605,False
L1415,2025-02,2025-02-01,Salaried,Tier 3,102440,12,16.5,814,False
L1416,2025-02,2025-02-01,Self-Employed,Tier 1,59303,36,20.78,608,False
L1417,2025-02,2025-02-01,Salaried,Tier 2,109677,48,19.51,697,False
L1418,2025-02,2025-02-01,Self-Employed,Tier 1,92370,48,14.64,777,False
L1419,2025-02,2025-02-01,Salaried,Tier 3,63169,12,19.83,618,False
L1420,2025-02,2025-02-01,Self-Employed,Tier 1,126277,36,13.0,550,False
L1421,2025-02,2025-02-01,Self-Employed,Tier 2,125667,48,18.85,743,False
L1422,2025-02,2025-02-01,Salaried,Tier 1,61205,48,15.77,767,False
L1423,2025-02,2025-02-01,Salaried,Tier 1,93203,12,18.83,667,False
L1424,2025-02,2025-02-01,Salaried,Tier 1,101718,12,16.76,751,False
L1425,2025-02,2025-02-01,Self-Employed,Tier 2,41773,48,20.57,611,False
L1426,2025-02,2025-02-01,Salaried,Tier 1,75921,24,14.88,617,False
L1427,2025-02,2025-02-01,Salaried,Tier 1,92366,12,13.75,682,False
L1428,2025-02,2025-02-01,Salaried,Tier 2,107941,48,16.22,603,False
L1429,2025-02,2025-02-01,Salaried,Tier 2,96289,24,16.36,635,False
L1430,2025-02,2025-02-01,Salaried,Tier 1,105713,48,13.0,523,False
L1431,2025-02,2025-02-01,Self-Employed,Tier 1,34999,24,20.15,677,False
L1432,2025-02,2025-02-01,Self-Employed,Tier 1,63891,12,16.87,660,False
L1433,2025-02,2025-02-01,Salaried,Tier 1,80163,24,16.4,693,False
L1434,2025-02,2025-02-01,Salaried,Tier 3,84916,12,20.35,693,False
L1435,2025-02,2025-02-01,Salaried,Tier 2,85212,12,15.46,765,False
L1436,2025-02,2025-02-01,Self-Employed,Tier 2,112142,12,18.89,689,False
L1437,2025-02,2025-02-01,Salaried,Tier 1,118961,12,14.42,791,False
L1438,2025-02,2025-02-01,Salaried,Tier 2,157234,12,12.01,643,False
L1439,2025-02,2025-02-01,Salaried,Tier 3,15000,36,12.67,681,False
L1440,2025-02,2025-02-01,Self-Employed,Tier 2,96597,48,20.43,560,False
L1441,2025-03,2025-03-01,Salaried,Tier 2,121173,12,19.86,673,False
L1442,2025-03,2025-03-01,Self-Employed,Tier 1,110186,48,19.26,665,False
L1443,2025-03,2025-03-01,Salaried,Tier 2,136439,24,17.58,611,False
L1444,2025-03,2025-03-01,Salaried,Tier 1,120062,24,16.92,726,False
L1445,2025-03,2025-03-01,Salaried,Tier 3,83142,12,19.23,590,False
L1446,2025-03,2025-03-01,Salaried,Tier 3,117420,12,21.62,594,False
L1447,2025-03,2025-03-01,Salaried,Tier 2,121608,36,13.81,614,False
L1448,2025-03,2025-03-01,Salaried,Tier 3,67105,36,19.98,692,False
L1449,2025-03,2025-03-01,Salaried,Tier 1,93055,48,18.24,819,False
L1450,2025-03,2025-03-01,Salaried,Tier 2,107730,48,20.39,859,False
L1451,2025-03,2025-03-01,Salaried,Tier 3,110106,48,13.67,740,False
L1452,2025-03,2025-03-01,Salaried,Tier 3,99362,24,16.58,693,False
L1453,2025-03,2025-03-01,Self-Employed,Tier 2,90626,36,17.39,700,False
L1454,2025-03,2025-03-01,Self-Employed,Tier 1,113050,12,18.04,810,False
L1455,2025-03,2025-03-01,Self-Employed,Tier 2,99771,48,21.02,646,False
L1456,2025-03,2025-03-01,Salaried,Tier 2,127295,12,20.85,599,False
L1457,2025-03,2025-03-01,Self-Employed,Tier 1,64945,24,15.86,868,False
L1458,2025-03,2025-03-01,Salaried,Tier 2,103668,24,12.3,666,False
L1459,2025-03,2025-03-01,Salaried,Tier 3,155629,12,16.32,509,False
L1460,2025-03,2025-03-01,Salaried,Tier 3,118610,48,20.36,675,False
L1461,2025-03,2025-03-01,Self-Employed,Tier 2,77122,24,12.64,732,False
L1462,2025-03,2025-03-01,Self-Employed,Tier 2,106400,24,17.48,669,False
L1463,2025-03,2025-03-01,Salaried,Tier 1,68500,24,11.64,694,False
L1464,2025-03,2025-03-01,Salaried,Tier 3,65327,12,21.58,798,False
L1465,2025-03,2025-03-01,Salaried,Tier 3,70755,48,19.62,723,False
L1466,2025-03,2025-03-01,Salaried,Tier 1,134576,48,17.43,660,False
L1467,2025-03,2025-03-01,Self-Employed,Tier 2,108554,24,19.95,661,False
L1468,2025-03,2025-03-01,Salaried,Tier 3,91809,48,12.5,560,False
L1469,2025-03,2025-03-01,Salaried,Tier 1,152991,24,20.96,657,False
L1470,2025-03,2025-03-01,Salaried,Tier 3,89783,12,19.49,735,False
L1471,2025-03,2025-03-01,Salaried,Tier 1,97425,12,16.17,693,False
L1472,2025-03,2025-03-01,Salaried,Tier 2,34790,12,14.02,824,False
L1473,2025-03,2025-03-01,Salaried,Tier 3,90428,36,19.39,594,False
L1474,2025-03,2025-03-01,Salaried,Tier 3,103242,12,21.48,602,False
L1475,2025-03,2025-03-01,Salaried,Tier 1,106476,24,20.32,900,False
L1476,2025-03,2025-03-01,Salaried,Tier 1,132607,36,16.5,631,False
L1477,2025-03,2025-03-01,Salaried,Tier 1,52428,36,17.73,712,False
L1478,2025-03,2025-03-01,Salaried,Tier 2,47827,36,16.82,596,False
L1479,2025-03,2025-03-01,Salaried,Tier 3,75642,24,19.63,766,False
L1480,2025-03,2025-03-01,Salaried,Tier 3,15000,12,14.47,792,False
L1481,2025-03,2025-03-01,Salaried,Tier 1,100430,12,17.7,636,False
L1482,2025-03,2025-03-01,Salaried,Tier 1,64007,36,14.69,738,False
L1483,2025-03,2025-03-01,Salaried,Tier 1,126521,12,19.47,753,False
L1484,2025-03,2025-03-01,Salaried,Tier 3,72879,36,13.41,746,False
L1485,2025-03,2025-03-01,Salaried,Tier 3,72074,12,13.07,808,False
L1486,2025-03,2025-03-01,Salaried,Tier 1,93997,12,21.5,522,False
L1487,2025-03,2025-03-01,Salaried,Tier 1,42346,12,12.86,751,False
L1488,2025-03,2025-03-01,Salaried,Tier 2,64577,12,21.3,728,False
L1489,2025-03,2025-03-01,Self-Employed,Tier 2,80379,12,12.78,841,False
L1490,2025-03,2025-03-01,Salaried,Tier 3,83852,12,13.55,673,False
L1491,2025-03,2025-03-01,Salaried,Tier 1,121746,36,16.07,764,False
L1492,2025-03,2025-03-01,Salaried,Tier 1,128742,48,19.21,375,False
L1493,2025-03,2025-03-01,Salaried,Tier 1,44463,36,16.76,647,False
L1494,2025-03,2025-03-01,Self-Employed,Tier 2,20014,12,19.04,801,False
L1495,2025-03,2025-03-01,Self-Employed,Tier 1,97309,48,13.88,804,False
L1496,2025-03,2025-03-01,Self-Employed,Tier 3,121623,24,20.65,814,False
L1497,2025-03,2025-03-01,Self-Employed,Tier 2,110507,36,20.43,557,False
L1498,2025-03,2025-03-01,Self-Employed,Tier 2,70116,12,17.26,635,False
L1499,2025-03,2025-03-01,Salaried,Tier 1,127493,12,16.02,543,False
L1500,2025-03,2025-03-01,Self-Employed,Tier 2,68143,24,16.04,564,False
L1501,2025-03,2025-03-01,Self-Employed,Tier 1,85323,48,21.81,630,False
L1502,2025-03,2025-03-01,Self-Employed,Tier 2,97915,48,19.38,647,False
L1503,2025-03,2025-03-01,Salaried,Tier 1,74787,12,11.62,529,False
L1504,2025-03,2025-03-01,Salaried,Tier 3,93392,48,15.74,595,False
L1505,2025-03,2025-03-01,Self-Employed,Tier 2,34614,48,12.28,596,False
L1506,2025-03,2025-03-01,Salaried,Tier 2,112282,48,18.4,802,False
L1507,2025-03,2025-03-01,Self-Employed,Tier 2,87498,24,18.81,696,False
L1508,2025-03,2025-03-01,Salaried,Tier 1,151374,24,21.63,749,False
L1509,2025-03,2025-03-01,Salaried,Tier 2,114563,12,17.02,818,False
L1510,2025-03,2025-03-01,Salaried,Tier 1,154659,36,19.23,592,False
L1511,2025-03,2025-03-01,Self-Employed,Tier 1,139929,12,12.03,745,False
L1512,2025-03,2025-03-01,Self-Employed,Tier 1,92086,36,21.55,745,False
L1513,2025-03,2025-03-01,Salaried,Tier 3,106938,48,18.48,588,False
L1514,2025-03,2025-03-01,Salaried,Tier 2,111841,12,21.1,650,False
L1515,2025-03,2025-03-01,Salaried,Tier 1,140323,24,21.96,635,False
L1516,2025-03,2025-03-01,Salaried,Tier 2,126585,12,12.46,773,False
L1517,2025-03,2025-03-01,Salaried,Tier 3,66487,12,12.31,617,False
L1518,2025-03,2025-03-01,Self-Employed,Tier 1,47786,12,18.57,646,False
L1519,2025-03,2025-03-01,Salaried,Tier 3,102236,36,16.68,720,False
L1520,2025-03,2025-03-01,Salaried,Tier 2,99908,36,19.25,456,False
L1521,2025-03,2025-03-01,Salaried,Tier 1,110499,24,19.9,661,False
L1522,2025-03,2025-03-01,Salaried,Tier 3,119979,36,18.91,658,False
L1523,2025-03,2025-03-01,Salaried,Tier 1,106149,48,15.9,696,False
L1524,2025-03,2025-03-01,Salaried,Tier 2,51254,24,16.78,718,False
L1525,2025-03,2025-03-01,Salaried,Tier 2,75206,24,15.79,809,False
L1526,2025-03,2025-03-01,Self-Employed,Tier 1,134631,48,18.47,687,False
L1527,2025-03,2025-03-01,Self-Employed,Tier 3,69169,12,11.58,709,False
L1528,2025-03,2025-03-01,Self-Employed,Tier 1,41312,12,15.21,711,False
L1529,2025-03,2025-03-01,Self-Employed,Tier 2,106466,48,19.76,657,False
L1530,2025-03,2025-03-01,Self-Employed,Tier 1,62980,12,12.58,610,False
L1531,2025-03,2025-03-01,Salaried,Tier 2,47979,24,19.84,681,False
L1532,2025-03,2025-03-01,Self-Employed,Tier 1,19080,36,17.91,585,False
L1533,2025-03,2025-03-01,Salaried,Tier 2,106665,36,16.64,597,False
L1534,2025-03,2025-03-01,Salaried,Tier 2,92953,48,16.91,780,False
L1535,2025-03,2025-03-01,Salaried,Tier 1,81569,24,18.16,718,False
L1536,2025-03,2025-03-01,Salaried,Tier 1,69918,36,12.11,588,False
L1537,2025-03,2025-03-01,Salaried,Tier 1,120641,36,19.42,867,False
L1538,2025-03,2025-03-01,Self-Employed,Tier 2,134692,12,16.75,633,False
L1539,2025-03,2025-03-01,Salaried,Tier 3,106466,12,18.81,879,False
L1540,2025-03,2025-03-01,Salaried,Tier 3,100638,12,13.67,675,False
L1541,2025-03,2025-03-01,Salaried,Tier 3,91147,12,19.65,549,False
L1542,2025-03,2025-03-01,Salaried,Tier 3,62802,12,18.1,833,False
L1543,2025-03,2025-03-01,Self-Employed,Tier 1,127334,12,20.68,691,False
L1544,2025-03,2025-03-01,Salaried,Tier 1,97988,12,13.43,517,False
L1545,2025-03,2025-03-01,Self-Employed,Tier 3,65998,24,18.3,674,False
L1546,2025-03,2025-03-01,Salaried,Tier 1,49855,48,21.66,672,False
L1547,2025-03,2025-03-01,Salaried,Tier 2,84181,12,21.89,620,False
L1548,2025-03,2025-03-01,Salaried,Tier 3,87989,36,15.18,628,False
L1549,2025-03,2025-03-01,Salaried,Tier 1,71857,48,11.98,481,False
L1550,2025-03,2025-03-01,Salaried,Tier 3,123303,48,16.58,643,False
L1551,2025-03,2025-03-01,Salaried,Tier 3,98056,12,17.6,816,False
L1552,2025-03,2025-03-01,Salaried,Tier 2,25035,48,16.94,707,False
L1553,2025-03,2025-03-01,Salaried,Tier 2,132101,36,18.46,742,False
L1554,2025-03,2025-03-01,Salaried,Tier 1,75348,36,17.77,617,False
L1555,2025-03,2025-03-01,Self-Employed,Tier 3,145938,24,14.72,779,False
L1556,2025-03,2025-03-01,Salaried,Tier 2,131081,12,14.04,521,False
L1557,2025-03,2025-03-01,Salaried,Tier 1,90468,36,17.36,761,False
L1558,2025-03,2025-03-01,Salaried,Tier 1,35452,24,19.86,493,False
L1559,2025-03,2025-03-01,Salaried,Tier 2,92949,24,13.86,675,False
L1560,2025-03,2025-03-01,Salaried,Tier 3,37052,36,17.75,653,False
L1561,2025-03,2025-03-01,Salaried,Tier 2,106568,36,21.82,736,False
L1562,2025-03,2025-03-01,Self-Employed,Tier 2,70756,48,11.83,720,False
L1563,2025-03,2025-03-01,Salaried,Tier 1,80020,12,18.12,724,False
L1564,2025-03,2025-03-01,Self-Employed,Tier 2,49265,48,14.92,650,False
L1565,2025-03,2025-03-01,Self-Employed,Tier 3,100051,36,20.03,708,False
L1566,2025-03,2025-03-01,Self-Employed,Tier 3,163483,48,15.82,574,False
L1567,2025-03,2025-03-01,Salaried,Tier 1,126443,36,11.64,626,False
L1568,2025-03,2025-03-01,Salaried,Tier 1,97187,48,11.91,723,False
L1569,2025-03,2025-03-01,Self-Employed,Tier 2,150368,12,15.72,772,False
L1570,2025-03,2025-03-01,Salaried,Tier 1,130381,24,18.93,751,False
L1571,2025-03,2025-03-01,Salaried,Tier 1,111109,24,15.4,694,False
L1572,2025-03,2025-03-01,Salaried,Tier 2,15000,24,18.32,557,False
L1573,2025-03,2025-03-01,Self-Employed,Tier 2,72229,36,20.24,691,False
L1574,2025-03,2025-03-01,Salaried,Tier 3,74418,36,18.82,693,False
L1575,2025-03,2025-03-01,Self-Employed,Tier 1,102123,48,15.85,588,False
L1576,2025-03,2025-03-01,Salaried,Tier 1,50375,24,13.28,881,False
L1577,2025-03,2025-03-01,Salaried,Tier 2,136624,48,16.28,756,False
L1578,2025-03,2025-03-01,Self-Employed,Tier 3,103159,12,13.11,692,False
L1579,2025-03,2025-03-01,Salaried,Tier 1,94533,48,12.5,748,False
L1580,2025-03,2025-03-01,Salaried,Tier 2,96199,36,20.77,746,False
L1581,2025-03,2025-03-01,Self-Employed,Tier 1,108885,48,20.79,607,False
L1582,2025-03,2025-03-01,Salaried,Tier 1,110648,36,21.72,588,False
L1583,2025-03,2025-03-01,Salaried,Tier 3,84527,36,16.07,636,False
L1584,2025-03,2025-03-01,Salaried,Tier 2,80255,24,15.55,739,False
L1585,2025-03,2025-03-01,Salaried,Tier 1,84696,24,21.4,540,False
L1586,2025-03,2025-03-01,Salaried,Tier 1,100010,12,21.66,681,False
L1587,2025-03,2025-03-01,Salaried,Tier 1,71619,48,13.81,774,False
L1588,2025-03,2025-03-01,Salaried,Tier 3,47550,12,12.16,563,False
L1589,2025-03,2025-03-01,Salaried,Tier 3,77610,36,21.86,596,False
L1590,2025-03,2025-03-01,Salaried,Tier 1,105996,24,19.94,756,False
L1591,2025-03,2025-03-01,Salaried,Tier 2,55029,36,11.53,681,False
L1592,2025-03,2025-03-01,Salaried,Tier 3,99391,24,20.14,676,False
L1593,2025-03,2025-03-01,Salaried,Tier 1,142165,48,17.25,651,False
L1594,2025-03,2025-03-01,Self-Employed,Tier 2,95218,48,20.84,586,False
L1595,2025-03,2025-03-01,Salaried,Tier 1,141080,36,17.38,673,False
L1596,2025-03,2025-03-01,Self-Employed,Tier 2,96158,48,14.95,656,False
L1597,2025-03,2025-03-01,Salaried,Tier 2,82698,12,20.09,653,False
L1598,2025-03,2025-03-01,Salaried,Tier 2,122928,24,13.91,683,False
L1599,2025-03,2025-03-01,Salaried,Tier 1,63230,24,20.47,716,False
L1600,2025-03,2025-03-01,Salaried,Tier 3,15000,48,14.5,657,False
L1601,2025-03,2025-03-01,Self-Employed,Tier 3,56854,24,14.15,699,False
L1602,2025-03,2025-03-01,Self-Employed,Tier 3,127147,12,19.86,601,False
L1603,2025-03,2025-03-01,Salaried,Tier 2,69528,24,16.98,619,False
L1604,2025-03,2025-03-01,Salaried,Tier 2,130479,12,18.09,829,False
L1605,2025-03,2025-03-01,Self-Employed,Tier 1,27389,12,14.59,627,False
L1606,2025-03,2025-03-01,Salaried,Tier 3,94262,36,14.0,731,False
L1607,2025-03,2025-03-01,Self-Employed,Tier 2,137730,48,17.96,661,False
L1608,2025-03,2025-03-01,Self-Employed,Tier 2,100792,24,15.68,695,False
L1609,2025-03,2025-03-01,Self-Employed,Tier 1,94237,48,18.54,488,False
L1610,2025-03,2025-03-01,Salaried,Tier 2,99153,24,17.29,598,False
L1611,2025-03,2025-03-01,Salaried,Tier 3,43406,36,16.39,652,False
L1612,2025-03,2025-03-01,Self-Employed,Tier 3,116432,24,15.62,820,False
L1613,2025-03,2025-03-01,Self-Employed,Tier 1,68071,12,20.49,748,False
L1614,2025-03,2025-03-01,Self-Employed,Tier 3,46966,12,20.18,584,False
L1615,2025-03,2025-03-01,Salaried,Tier 2,68918,12,14.99,571,False
L1616,2025-03,2025-03-01,Salaried,Tier 1,126253,24,18.62,833,False
L1617,2025-03,2025-03-01,Salaried,Tier 3,63322,36,15.07,765,False
L1618,2025-03,2025-03-01,Salaried,Tier 2,28179,48,21.9,732,False
L1619,2025-03,2025-03-01,Salaried,Tier 1,86742,12,12.43,608,False
L1620,2025-03,2025-03-01,Self-Employed,Tier 2,48348,36,12.47,660,False
L1621,2025-03,2025-03-01,Salaried,Tier 2,92556,24,11.55,410,False
L1622,2025-03,2025-03-01,Salaried,Tier 3,50591,36,21.0,756,False
L1623,2025-03,2025-03-01,Self-Employed,Tier 2,109063,24,19.03,579,False
L1624,2025-03,2025-03-01,Self-Employed,Tier 1,65831,48,18.76,771,False
L1625,2025-03,2025-03-01,Salaried,Tier 1,74130,12,20.56,584,False
L1626,2025-03,2025-03-01,Self-Employed,Tier 1,59094,12,16.67,676,False
L1627,2025-03,2025-03-01,Salaried,Tier 2,53728,12,15.6,658,False
L1628,2025-03,2025-03-01,Salaried,Tier 1,62628,36,17.45,696,False
L1629,2025-03,2025-03-01,Self-Employed,Tier 3,40353,12,12.37,593,False
L1630,2025-03,2025-03-01,Salaried,Tier 2,68053,24,13.75,657,False
L1631,2025-03,2025-03-01,Salaried,Tier 2,102700,48,20.67,867,False
L1632,2025-03,2025-03-01,Self-Employed,Tier 2,42980,48,21.83,714,False
L1633,2025-03,2025-03-01,Salaried,Tier 3,32765,36,12.71,602,False
L1634,2025-03,2025-03-01,Salaried,Tier 2,57705,24,15.27,699,False
L1635,2025-03,2025-03-01,Self-Employed,Tier 3,25070,48,13.16,650,False
L1636,2025-03,2025-03-01,Salaried,Tier 2,98483,48,16.56,653,False
L1637,2025-03,2025-03-01,Self-Employed,Tier 1,126007,24,19.5,638,False
L1638,2025-03,2025-03-01,Self-Employed,Tier 1,74000,36,17.08,700,False
L1639,2025-03,2025-03-01,Salaried,Tier 2,55580,48,18.0,651,False
L1640,2025-03,2025-03-01,Salaried,Tier 3,76801,48,12.72,729,False
L1641,2025-03,2025-03-01,Salaried,Tier 3,72404,36,13.93,700,False
L1642,2025-03,2025-03-01,Self-Employed,Tier 3,86510,12,15.42,653,False
L1643,2025-03,2025-03-01,Salaried,Tier 1,57921,24,17.15,519,False
L1644,2025-03,2025-03-01,Salaried,Tier 1,103985,48,20.19,522,False
L1645,2025-03,2025-03-01,Salaried,Tier 1,44565,48,21.67,708,False
L1646,2025-03,2025-03-01,Salaried,Tier 1,22316,12,18.11,620,False
L1647,2025-03,2025-03-01,Salaried,Tier 2,149695,12,15.68,711,False
L1648,2025-03,2025-03-01,Salaried,Tier 3,97627,24,14.14,646,False
L1649,2025-03,2025-03-01,Self-Employed,Tier 2,31466,48,13.76,692,False
L1650,2025-03,2025-03-01,Self-Employed,Tier 2,106143,48,21.64,754,False
L1651,2025-03,2025-03-01,Salaried,Tier 2,129240,24,16.13,573,False
L1652,2025-03,2025-03-01,Salaried,Tier 1,64985,24,11.77,876,False
L1653,2025-03,2025-03-01,Salaried,Tier 2,68111,12,13.58,712,False
L1654,2025-03,2025-03-01,Salaried,Tier 3,86858,36,15.88,436,False
L1655,2025-03,2025-03-01,Salaried,Tier 1,134883,24,19.1,637,False
L1656,2025-03,2025-03-01,Self-Employed,Tier 1,76199,24,13.96,594,False
L1657,2025-03,2025-03-01,Salaried,Tier 3,104736,48,11.88,647,False
L1658,2025-03,2025-03-01,Self-Employed,Tier 1,85252,36,11.8,677,False
L1659,2025-03,2025-03-01,Salaried,Tier 1,69699,48,18.83,770,False
L1660,2025-03,2025-03-01,Salaried,Tier 2,162874,48,20.99,797,False
