loan_id,disbursal_month,snapshot_month,mob,dpd_bucket
L1046,2025-01,2025-12,11,Current
L1046,2025-01,2026-01,12,Current
L1046,2025-01,2026-02,13,Current
L1046,2025-01,2026-03,14,Current
L1046,2025-01,2026-04,15,Current
L1046,2025-01,2026-05,16,Current
L1046,2025-01,2026-06,17,Current
L1047,2025-01,2025-02,1,Current
L1047,2025-01,2025-03,2,Current
L1047,2025-01,2025-04,3,Current
L1047,2025-01,2025-05,4,Current
L1047,2025-01,2025-06,5,Current
L1047,2025-01,2025-07,6,Current
L1047,2025-01,2025-08,7,Current
L1047,2025-01,2025-09,8,Current
L1047,2025-01,2025-10,9,Current
L1047,2025-01,2025-11,10,Current
L1047,2025-01,2025-12,11,Current
L1047,2025-01,2026-01,12,Current
L1047,2025-01,2026-02,13,Current
L1048,2025-01,2025-02,1,Current
L1048,2025-01,2025-03,2,Current
L1048,2025-01,2025-04,3,Current
L1048,2025-01,2025-05,4,Current
L1048,2025-01,2025-06,5,Current
L1048,2025-01,2025-07,6,Current
L1048,2025-01,2025-08,7,Current
L1048,2025-01,2025-09,8,Current
L1048,2025-01,2025-10,9,Current
L1048,2025-01,2025-11,10,Current
L1048,2025-01,2025-12,11,Current
L1048,2025-01,2026-01,12,Current
L1048,2025-01,2026-02,13,30 DPD
L1048,2025-01,2026-03,14,60 DPD
L1048,2025-01,2026-04,15,60 DPD
L1048,2025-01,2026-05,16,60 DPD
L1048,2025-01,2026-06,17,90 DPD
L1049,2025-01,2025-02,1,Current
L1049,2025-01,2025-03,2,Current
L1049,2025-01,2025-04,3,Current
L1049,2025-01,2025-05,4,Current
L1049,2025-01,2025-06,5,Current
L1049,2025-01,2025-07,6,Current
L1049,2025-01,2025-08,7,Current
L1049,2025-01,2025-09,8,Current
L1049,2025-01,2025-10,9,Current
L1049,2025-01,2025-11,10,Current
L1049,2025-01,2025-12,11,30 DPD
L1049,2025-01,2026-01,12,60 DPD
L1049,2025-01,2026-02,13,60 DPD
L1049,2025-01,2026-03,14,60 DPD
L1049,2025-01,2026-04,15,90 DPD
L1049,2025-01,2026-05,16,90 DPD
L1049,2025-01,2026-06,17,NPA
L1050,2025-01,2025-02,1,Current
L1050,2025-01,2025-03,2,Current
L1050,2025-01,2025-04,3,Current
L1050,2025-01,2025-05,4,Current
L1050,2025-01,2025-06,5,Current
L1050,2025-01,2025-07,6,Current
L1050,2025-01,2025-08,7,Current
L1050,2025-01,2025-09,8,Current
L1050,2025-01,2025-10,9,Current
L1050,2025-01,2025-11,10,Current
L1050,2025-01,2025-12,11,Current
L1050,2025-01,2026-01,12,Current
L1050,2025-01,2026-02,13,Current
L1050,2025-01,2026-03,14,Current
L1050,2025-01,2026-04,15,Current
L1050,2025-01,2026-05,16,Current
L1050,2025-01,2026-06,17,Current
L1051,2025-01,2025-02,1,Current
L1051,2025-01,2025-03,2,Current
L1051,2025-01,2025-04,3,Current
L1051,2025-01,2025-05,4,Current
L1051,2025-01,2025-06,5,Current
L1051,2025-01,2025-07,6,Current
L1051,2025-01,2025-08,7,Current
L1051,2025-01,2025-09,8,Current
L1051,2025-01,2025-10,9,Current
L1051,2025-01,2025-11,10,Current
L1051,2025-01,2025-12,11,Current
L1051,2025-01,2026-01,12,Current
L1051,2025-01,2026-02,13,Current
L1051,2025-01,2026-03,14,Current
L1051,2025-01,2026-04,15,Current
L1051,2025-01,2026-05,16,Current
L1051,2025-01,2026-06,17,Current
L1052,2025-01,2025-02,1,Current
L1052,2025-01,2025-03,2,Current
L1052,2025-01,2025-04,3,Current
L1052,2025-01,2025-05,4,Current
L1052,2025-01,2025-06,5,Current
L1052,2025-01,2025-07,6,Current
L1052,2025-01,2025-08,7,Current
L1052,2025-01,2025-09,8,Current
L1052,2025-01,2025-10,9,Current
L1052,2025-01,2025-11,10,Current
L1052,2025-01,2025-12,11,Current
L1052,2025-01,2026-01,12,Current
L1052,2025-01,2026-02,13,Current
L1052,2025-01,2026-03,14,Current
L1052,2025-01,2026-04,15,Current
L1052,2025-01,2026-05,16,Current
L1052,2025-01,2026-06,17,Current
L1053,2025-01,2025-02,1,Current
L1053,2025-01,2025-03,2,Current
L1053,2025-01,2025-04,3,Current
L1053,2025-01,2025-05,4,Current
L1053,2025-01,2025-06,5,Current
L1053,2025-01,2025-07,6,Current
L1053,2025-01,2025-08,7,Current
L1053,2025-01,2025-09,8,Current
L1053,2025-01,2025-10,9,Current
L1053,2025-01,2025-11,10,Current
L1053,2025-01,2025-12,11,30 DPD
L1053,2025-01,2026-01,12,30 DPD
L1053,2025-01,2026-02,13,30 DPD
L1053,2025-01,2026-03,14,60 DPD
L1053,2025-01,2026-04,15,60 DPD
L1053,2025-01,2026-05,16,60 DPD
L1053,2025-01,2026-06,17,Current
L1054,2025-01,2025-02,1,Current
L1054,2025-01,2025-03,2,Current
L1054,2025-01,2025-04,3,Current
L1054,2025-01,2025-05,4,Current
L1054,2025-01,2025-06,5,Current
L1054,2025-01,2025-07,6,30 DPD
L1054,2025-01,2025-08,7,30 DPD
L1054,2025-01,2025-09,8,Current
L1054,2025-01,2025-10,9,Current
L1054,2025-01,2025-11,10,Current
L1054,2025-01,2025-12,11,Current
L1054,2025-01,2026-01,12,Current
L1054,2025-01,2026-02,13,Current
L1054,2025-01,2026-03,14,Current
L1054,2025-01,2026-04,15,Current
L1054,2025-01,2026-05,16,Current
L1054,2025-01,2026-06,17,Current
L1055,2025-01,2025-02,1,Current
L1055,2025-01,2025-03,2,Current
L1055,2025-01,2025-04,3,Current
L1055,2025-01,2025-05,4,Current
L1055,2025-01,2025-06,5,Current
L1055,2025-01,2025-07,6,Current
L1055,2025-01,2025-08,7,Current
L1055,2025-01,2025-09,8,Current
L1055,2025-01,2025-10,9,Current
L1055,2025-01,2025-11,10,Current
L1055,2025-01,2025-12,11,Current
L1055,2025-01,2026-01,12,Current
L1055,2025-01,2026-02,13,Current
L1055,2025-01,2026-03,14,Current
L1055,2025-01,2026-04,15,Current
L1055,2025-01,2026-05,16,Current
L1055,2025-01,2026-06,17,Current
L1056,2025-01,2025-02,1,Current
L1056,2025-01,2025-03,2,Current
L1056,2025-01,2025-04,3,Current
L1056,2025-01,2025-05,4,Current
L1056,2025-01,2025-06,5,Current
L1056,2025-01,2025-07,6,Current
L1056,2025-01,2025-08,7,Current
L1056,2025-01,2025-09,8,Current
L1056,2025-01,2025-10,9,Current
L1056,2025-01,2025-11,10,Current
L1056,2025-01,2025-12,11,Current
L1056,2025-01,2026-01,12,Current
L1056,2025-01,2026-02,13,Current
L1057,2025-01,2025-02,1,Current
L1057,2025-01,2025-03,2,Current
L1057,2025-01,2025-04,3,Current
L1057,2025-01,2025-05,4,Current
L1057,2025-01,2025-06,5,Current
L1057,2025-01,2025-07,6,Current
L1057,2025-01,2025-08,7,Current
L1057,2025-01,2025-09,8,Current
L1057,2025-01,2025-10,9,Current
L1057,2025-01,2025-11,10,Current
L1057,2025-01,2025-12,11,Current
L1057,2025-01,2026-01,12,Current
L1057,2025-01,2026-02,13,Current
L1057,2025-01,2026-03,14,Current
L1057,2025-01,2026-04,15,Current
L1057,2025-01,2026-05,16,Current
L1057,2025-01,2026-06,17,Current
L1058,2025-01,2025-02,1,Current
L1058,2025-01,2025-03,2,Current
L1058,2025-01,2025-04,3,Current
L1058,2025-01,2025-05,4,Current
L1058,2025-01,2025-06,5,Current
L1058,2025-01,2025-07,6,Current
L1058,2025-01,2025-08,7,Current
L1058,2025-01,2025-09,8,Current
L1058,2025-01,2025-10,9,Current
L1058,2025-01,2025-11,10,Current
L1058,2025-01,2025-12,11,Current
L1058,2025-01,2026-01,12,Current
L1058,2025-01,2026-02,13,Current
L1058,2025-01,2026-03,14,Current
L1058,2025-01,2026-04,15,Current
L1058,2025-01,2026-05,16,Current
L1058,2025-01,2026-06,17,Current
L1059,2025-01,2025-02,1,Current
L1059,2025-01,2025-03,2,Current
L1059,2025-01,2025-04,3,Current
L1059,2025-01,2025-05,4,Current
L1059,2025-01,2025-06,5,Current
L1059,2025-01,2025-07,6,Current
L1059,2025-01,2025-08,7,Current
L1059,2025-01,2025-09,8,Current
L1059,2025-01,2025-10,9,Current
L1059,2025-01,2025-11,10,Current
L1059,2025-01,2025-12,11,Current
L1059,2025-01,2026-01,12,Current
L1059,2025-01,2026-02,13,Current
L1059,2025-01,2026-03,14,Current
L1059,2025-01,2026-04,15,30 DPD
L1059,2025-01,2026-05,16,30 DPD
L1059,2025-01,2026-06,17,60 DPD
L1060,2025-01,2025-02,1,Current
L1060,2025-01,2025-03,2,Current
L1060,2025-01,2025-04,3,Current
L1060,2025-01,2025-05,4,Current
L1060,2025-01,2025-06,5,Current
L1060,2025-01,2025-07,6,Current
L1060,2025-01,2025-08,7,Current
L1060,2025-01,2025-09,8,Current
L1060,2025-01,2025-10,9,Current
L1060,2025-01,2025-11,10,Current
L1060,2025-01,2025-12,11,Current
L1060,2025-01,2026-01,12,Current
L1060,2025-01,2026-02,13,Current
L1061,2025-01,2025-02,1,Current
L1061,2025-01,2025-03,2,Current
L1061,2025-01,2025-04,3,Current
L1061,2025-01,2025-05,4,Current
L1061,2025-01,2025-06,5,Current
L1061,2025-01,2025-07,6,Current
L1061,2025-01,2025-08,7,Current
L1061,2025-01,2025-09,8,Current
L1061,2025-01,2025-10,9,Current
L1061,2025-01,2025-11,10,Current
L1061,2025-01,2025-12,11,Current
L1061,2025-01,2026-01,12,Current
L1061,2025-01,2026-02,13,Current
L1061,2025-01,2026-03,14,Current
L1061,2025-01,2026-04,15,Current
L1061,2025-01,2026-05,16,Current
L1061,2025-01,2026-06,17,Current
L1062,2025-01,2025-02,1,Current
L1062,2025-01,2025-03,2,Current
L1062,2025-01,2025-04,3,Current
L1062,2025-01,2025-05,4,Current
L1062,2025-01,2025-06,5,Current
L1062,2025-01,2025-07,6,Current
L1062,2025-01,2025-08,7,Current
L1062,2025-01,2025-09,8,Current
L1062,2025-01,2025-10,9,Current
L1062,2025-01,2025-11,10,Current
L1062,2025-01,2025-12,11,Current
L1062,2025-01,2026-01,12,Current
L1062,2025-01,2026-02,13,Current
L1062,2025-01,2026-03,14,Current
L1062,2025-01,2026-04,15,Current
L1062,2025-01,2026-05,16,Current
L1062,2025-01,2026-06,17,Current
L1063,2025-01,2025-02,1,Current
L1063,2025-01,2025-03,2,Current
L1063,2025-01,2025-04,3,30 DPD
L1063,2025-01,2025-05,4,30 DPD
L1063,2025-01,2025-06,5,60 DPD
L1063,2025-01,2025-07,6,90 DPD
L1063,2025-01,2025-08,7,90 DPD
L1063,2025-01,2025-09,8,90 DPD
L1063,2025-01,2025-10,9,90 DPD
L1063,2025-01,2025-11,10,90 DPD
L1063,2025-01,2025-12,11,90 DPD
L1063,2025-01,2026-01,12,90 DPD
L1063,2025-01,2026-02,13,90 DPD
L1063,2025-01,2026-03,14,90 DPD
L1063,2025-01,2026-04,15,NPA
L1063,2025-01,2026-05,16,NPA
L1063,2025-01,2026-06,17,NPA
L1064,2025-01,2025-02,1,Current
L1064,2025-01,2025-03,2,Current
L1064,2025-01,2025-04,3,Current
L1064,2025-01,2025-05,4,Current
L1064,2025-01,2025-06,5,Current
L1064,2025-01,2025-07,6,Current
L1064,2025-01,2025-08,7,Current
L1064,2025-01,2025-09,8,Current
L1064,2025-01,2025-10,9,Current
L1064,2025-01,2025-11,10,Current
L1064,2025-01,2025-12,11,Current
L1064,2025-01,2026-01,12,Current
L1064,2025-01,2026-02,13,Current
L1064,2025-01,2026-03,14,Current
L1064,2025-01,2026-04,15,Current
L1064,2025-01,2026-05,16,Current
L1064,2025-01,2026-06,17,Current
L1065,2025-01,2025-02,1,Current
L1065,2025-01,2025-03,2,Current
L1065,2025-01,2025-04,3,Current
L1065,2025-01,2025-05,4,Current
L1065,2025-01,2025-06,5,Current
L1065,2025-01,2025-07,6,Current
L1065,2025-01,2025-08,7,Current
L1065,2025-01,2025-09,8,Current
L1065,2025-01,2025-10,9,Current
L1065,2025-01,2025-11,10,Current
L1065,2025-01,2025-12,11,Current
L1065,2025-01,2026-01,12,Current
L1065,2025-01,2026-02,13,Current
L1066,2025-01,2025-02,1,Current
L1066,2025-01,2025-03,2,Current
L1066,2025-01,2025-04,3,Current
L1066,2025-01,2025-05,4,Current
L1066,2025-01,2025-06,5,Current
L1066,2025-01,2025-07,6,Current
L1066,2025-01,2025-08,7,Current
L1066,2025-01,2025-09,8,Current
L1066,2025-01,2025-10,9,Current
L1066,2025-01,2025-11,10,Current
L1066,2025-01,2025-12,11,Current
L1066,2025-01,2026-01,12,Current
L1066,2025-01,2026-02,13,Current
L1066,2025-01,2026-03,14,Current
L1066,2025-01,2026-04,15,Current
L1066,2025-01,2026-05,16,Current
L1066,2025-01,2026-06,17,30 DPD
L1067,2025-01,2025-02,1,Current
L1067,2025-01,2025-03,2,Current
L1067,2025-01,2025-04,3,Current
L1067,2025-01,2025-05,4,Current
L1067,2025-01,2025-06,5,Current
L1067,2025-01,2025-07,6,Current
L1067,2025-01,2025-08,7,Current
L1067,2025-01,2025-09,8,Current
L1067,2025-01,2025-10,9,Current
L1067,2025-01,2025-11,10,Current
L1067,2025-01,2025-12,11,Current
L1067,2025-01,2026-01,12,Current
L1067,2025-01,2026-02,13,Current
L1068,2025-01,2025-02,1,30 DPD
L1068,2025-01,2025-03,2,30 DPD
L1068,2025-01,2025-04,3,Current
L1068,2025-01,2025-05,4,Current
L1068,2025-01,2025-06,5,30 DPD
L1068,2025-01,2025-07,6,60 DPD
L1068,2025-01,2025-08,7,Current
L1068,2025-01,2025-09,8,Current
L1068,2025-01,2025-10,9,Current
L1068,2025-01,2025-11,10,Current
L1068,2025-01,2025-12,11,Current
L1068,2025-01,2026-01,12,Current
L1068,2025-01,2026-02,13,Current
L1069,2025-01,2025-02,1,Current
L1069,2025-01,2025-03,2,Current
L1069,2025-01,2025-04,3,Current
L1069,2025-01,2025-05,4,Current
L1069,2025-01,2025-06,5,Current
L1069,2025-01,2025-07,6,Current
L1069,2025-01,2025-08,7,Current
L1069,2025-01,2025-09,8,Current
L1069,2025-01,2025-10,9,Current
L1069,2025-01,2025-11,10,Current
L1069,2025-01,2025-12,11,Current
L1069,2025-01,2026-01,12,Current
L1069,2025-01,2026-02,13,Current
L1069,2025-01,2026-03,14,Current
L1069,2025-01,2026-04,15,Current
L1069,2025-01,2026-05,16,Current
L1069,2025-01,2026-06,17,Current
L1070,2025-01,2025-02,1,Current
L1070,2025-01,2025-03,2,Current
L1070,2025-01,2025-04,3,Current
L1070,2025-01,2025-05,4,Current
L1070,2025-01,2025-06,5,Current
L1070,2025-01,2025-07,6,30 DPD
L1070,2025-01,2025-08,7,30 DPD
L1070,2025-01,2025-09,8,60 DPD
L1070,2025-01,2025-10,9,90 DPD
L1070,2025-01,2025-11,10,90 DPD
L1070,2025-01,2025-12,11,90 DPD
L1070,2025-01,2026-01,12,NPA
L1070,2025-01,2026-02,13,NPA
L1070,2025-01,2026-03,14,NPA
L1070,2025-01,2026-04,15,NPA
L1070,2025-01,2026-05,16,NPA
L1070,2025-01,2026-06,17,NPA
L1071,2025-01,2025-02,1,Current
L1071,2025-01,2025-03,2,30 DPD
L1071,2025-01,2025-04,3,Current
L1071,2025-01,2025-05,4,Current
L1071,2025-01,2025-06,5,Current
L1071,2025-01,2025-07,6,Current
L1071,2025-01,2025-08,7,Current
L1071,2025-01,2025-09,8,Current
L1071,2025-01,2025-10,9,Current
L1071,2025-01,2025-11,10,Current
L1071,2025-01,2025-12,11,Current
L1071,2025-01,2026-01,12,Current
L1071,2025-01,2026-02,13,Current
L1071,2025-01,2026-03,14,30 DPD
L1071,2025-01,2026-04,15,30 DPD
L1071,2025-01,2026-05,16,30 DPD
L1071,2025-01,2026-06,17,60 DPD
L1072,2025-01,2025-02,1,Current
L1072,2025-01,2025-03,2,Current
L1072,2025-01,2025-04,3,Current
L1072,2025-01,2025-05,4,Current
L1072,2025-01,2025-06,5,Current
L1072,2025-01,2025-07,6,Current
L1072,2025-01,2025-08,7,Current
L1072,2025-01,2025-09,8,Current
L1072,2025-01,2025-10,9,Current
L1072,2025-01,2025-11,10,Current
L1072,2025-01,2025-12,11,Current
L1072,2025-01,2026-01,12,Current
L1072,2025-01,2026-02,13,Current
L1073,2025-01,2025-02,1,Current
L1073,2025-01,2025-03,2,Current
L1073,2025-01,2025-04,3,Current
L1073,2025-01,2025-05,4,Current
L1073,2025-01,2025-06,5,Current
L1073,2025-01,2025-07,6,Current
L1073,2025-01,2025-08,7,Current
L1073,2025-01,2025-09,8,Current
L1073,2025-01,2025-10,9,30 DPD
L1073,2025-01,2025-11,10,30 DPD
L1073,2025-01,2025-12,11,60 DPD
L1073,2025-01,2026-01,12,60 DPD
L1073,2025-01,2026-02,13,60 DPD
L1074,2025-01,2025-02,1,Current
L1074,2025-01,2025-03,2,Current
L1074,2025-01,2025-04,3,Current
L1074,2025-01,2025-05,4,Current
L1074,2025-01,2025-06,5,Current
L1074,2025-01,2025-07,6,Current
L1074,2025-01,2025-08,7,Current
L1074,2025-01,2025-09,8,Current
L1074,2025-01,2025-10,9,Current
L1074,2025-01,2025-11,10,Current
L1074,2025-01,2025-12,11,Current
L1074,2025-01,2026-01,12,Current
L1074,2025-01,2026-02,13,Current
L1074,2025-01,2026-03,14,Current
L1074,2025-01,2026-04,15,Current
L1074,2025-01,2026-05,16,Current
L1074,2025-01,2026-06,17,Current
L1075,2025-01,2025-02,1,Current
L1075,2025-01,2025-03,2,Current
L1075,2025-01,2025-04,3,Current
L1075,2025-01,2025-05,4,Current
L1075,2025-01,2025-06,5,Current
L1075,2025-01,2025-07,6,Current
L1075,2025-01,2025-08,7,Current
L1075,2025-01,2025-09,8,Current
L1075,2025-01,2025-10,9,Current
L1075,2025-01,2025-11,10,Current
L1075,2025-01,2025-12,11,Current
L1075,2025-01,2026-01,12,Current
L1075,2025-01,2026-02,13,Current
L1075,2025-01,2026-03,14,Current
L1075,2025-01,2026-04,15,Current
L1075,2025-01,2026-05,16,Current
L1075,2025-01,2026-06,17,Current
L1076,2025-01,2025-02,1,Current
L1076,2025-01,2025-03,2,Current
L1076,2025-01,2025-04,3,Current
L1076,2025-01,2025-05,4,Current
L1076,2025-01,2025-06,5,Current
L1076,2025-01,2025-07,6,Current
L1076,2025-01,2025-08,7,Current
L1076,2025-01,2025-09,8,Current
L1076,2025-01,2025-10,9,30 DPD
L1076,2025-01,2025-11,10,Current
L1076,2025-01,2025-12,11,Current
L1076,2025-01,2026-01,12,Current
L1076,2025-01,2026-02,13,Current
L1076,2025-01,2026-03,14,Current
L1076,2025-01,2026-04,15,Current
L1076,2025-01,2026-05,16,Current
L1076,2025-01,2026-06,17,Current
L1077,2025-01,2025-02,1,Current
L1077,2025-01,2025-03,2,Current
L1077,2025-01,2025-04,3,Current
L1077,2025-01,2025-05,4,Current
L1077,2025-01,2025-06,5,Current
L1077,2025-01,2025-07,6,Current
L1077,2025-01,2025-08,7,Current
L1077,2025-01,2025-09,8,Current
L1077,2025-01,2025-10,9,Current
L1077,2025-01,2025-11,10,Current
L1077,2025-01,2025-12,11,Current
L1077,2025-01,2026-01,12,Current
L1077,2025-01,2026-02,13,Current
L1077,2025-01,2026-03,14,Current
L1077,2025-01,2026-04,15,Current
L1077,2025-01,2026-05,16,Current
L1077,2025-01,2026-06,17,Current
L1078,2025-01,2025-02,1,Current
L1078,2025-01,2025-03,2,Current
L1078,2025-01,2025-04,3,Current
L1078,2025-01,2025-05,4,Current
L1078,2025-01,2025-06,5,Current
L1078,2025-01,2025-07,6,Current
L1078,2025-01,2025-08,7,Current
L1078,2025-01,2025-09,8,Current
L1078,2025-01,2025-10,9,Current
L1078,2025-01,2025-11,10,Current
L1078,2025-01,2025-12,11,Current
L1078,2025-01,2026-01,12,Current
L1078,2025-01,2026-02,13,Current
L1078,2025-01,2026-03,14,Current
L1078,2025-01,2026-04,15,Current
L1078,2025-01,2026-05,16,Current
L1078,2025-01,2026-06,17,Current
L1079,2025-01,2025-02,1,Current
L1079,2025-01,2025-03,2,Current
L1079,2025-01,2025-04,3,Current
L1079,2025-01,2025-05,4,Current
L1079,2025-01,2025-06,5,Current
L1079,2025-01,2025-07,6,Current
L1079,2025-01,2025-08,7,Current
L1079,2025-01,2025-09,8,Current
L1079,2025-01,2025-10,9,Current
L1079,2025-01,2025-11,10,Current
L1079,2025-01,2025-12,11,Current
L1079,2025-01,2026-01,12,Current
L1079,2025-01,2026-02,13,Current
L1079,2025-01,2026-03,14,Current
L1079,2025-01,2026-04,15,Current
L1079,2025-01,2026-05,16,Current
L1079,2025-01,2026-06,17,Current
L1080,2025-01,2025-02,1,Current
L1080,2025-01,2025-03,2,Current
L1080,2025-01,2025-04,3,Current
L1080,2025-01,2025-05,4,Current
L1080,2025-01,2025-06,5,Current
L1080,2025-01,2025-07,6,Current
L1080,2025-01,2025-08,7,Current
L1080,2025-01,2025-09,8,Current
L1080,2025-01,2025-10,9,Current
L1080,2025-01,2025-11,10,Current
L1080,2025-01,2025-12,11,Current
L1080,2025-01,2026-01,12,Current
L1080,2025-01,2026-02,13,30 DPD
L1081,2025-01,2025-02,1,Current
L1081,2025-01,2025-03,2,Current
L1081,2025-01,2025-04,3,Current
L1081,2025-01,2025-05,4,Current
L1081,2025-01,2025-06,5,Current
L1081,2025-01,2025-07,6,Current
L1081,2025-01,2025-08,7,Current
L1081,2025-01,2025-09,8,Current
L1081,2025-01,2025-10,9,Current
L1081,2025-01,2025-11,10,Current
L1081,2025-01,2025-12,11,Current
L1081,2025-01,2026-01,12,Current
L1081,2025-01,2026-02,13,Current
L1081,2025-01,2026-03,14,Current
L1081,2025-01,2026-04,15,Current
L1081,2025-01,2026-05,16,Current
L1081,2025-01,2026-06,17,Current
L1082,2025-01,2025-02,1,Current
L1082,2025-01,2025-03,2,Current
L1082,2025-01,2025-04,3,Current
L1082,2025-01,2025-05,4,Current
L1082,2025-01,2025-06,5,Current
L1082,2025-01,2025-07,6,Current
L1082,2025-01,2025-08,7,Current
L1082,2025-01,2025-09,8,Current
L1082,2025-01,2025-10,9,Current
L1082,2025-01,2025-11,10,Current
L1082,2025-01,2025-12,11,Current
L1082,2025-01,2026-01,12,Current
L1082,2025-01,2026-02,13,Current
L1083,2025-01,2025-02,1,Current
L1083,2025-01,2025-03,2,Current
L1083,2025-01,2025-04,3,Current
L1083,2025-01,2025-05,4,Current
L1083,2025-01,2025-06,5,Current
L1083,2025-01,2025-07,6,Current
L1083,2025-01,2025-08,7,Current
L1083,2025-01,2025-09,8,Current
L1083,2025-01,2025-10,9,Current
L1083,2025-01,2025-11,10,Current
L1083,2025-01,2025-12,11,Current
L1083,2025-01,2026-01,12,Current
L1083,2025-01,2026-02,13,Current
L1083,2025-01,2026-03,14,Current
L1083,2025-01,2026-04,15,Current
L1083,2025-01,2026-05,16,Current
L1083,2025-01,2026-06,17,Current
L1084,2025-01,2025-02,1,Current
L1084,2025-01,2025-03,2,Current
L1084,2025-01,2025-04,3,Current
L1084,2025-01,2025-05,4,Current
L1084,2025-01,2025-06,5,Current
L1084,2025-01,2025-07,6,Current
L1084,2025-01,2025-08,7,Current
L1084,2025-01,2025-09,8,Current
L1084,2025-01,2025-10,9,Current
L1084,2025-01,2025-11,10,Current
L1084,2025-01,2025-12,11,Current
L1084,2025-01,2026-01,12,Current
L1084,2025-01,2026-02,13,30 DPD
L1085,2025-01,2025-02,1,Current
L1085,2025-01,2025-03,2,Current
L1085,2025-01,2025-04,3,Current
L1085,2025-01,2025-05,4,Current
L1085,2025-01,2025-06,5,Current
L1085,2025-01,2025-07,6,30 DPD
L1085,2025-01,2025-08,7,30 DPD
L1085,2025-01,2025-09,8,30 DPD
L1085,2025-01,2025-10,9,30 DPD
L1085,2025-01,2025-11,10,30 DPD
L1085,2025-01,2025-12,11,60 DPD
L1085,2025-01,2026-01,12,60 DPD
L1085,2025-01,2026-02,13,90 DPD
L1085,2025-01,2026-03,14,NPA
L1085,2025-01,2026-04,15,NPA
L1085,2025-01,2026-05,16,NPA
L1085,2025-01,2026-06,17,NPA
L1086,2025-01,2025-02,1,Current
L1086,2025-01,2025-03,2,Current
L1086,2025-01,2025-04,3,Current
L1086,2025-01,2025-05,4,Current
L1086,2025-01,2025-06,5,Current
L1086,2025-01,2025-07,6,Current
L1086,2025-01,2025-08,7,Current
L1086,2025-01,2025-09,8,Current
L1086,2025-01,2025-10,9,Current
L1086,2025-01,2025-11,10,Current
L1086,2025-01,2025-12,11,Current
L1086,2025-01,2026-01,12,Current
L1086,2025-01,2026-02,13,Current
L1087,2025-01,2025-02,1,Current
L1087,2025-01,2025-03,2,Current
L1087,2025-01,2025-04,3,Current
L1087,2025-01,2025-05,4,Current
L1087,2025-01,2025-06,5,Current
L1087,2025-01,2025-07,6,Current
L1087,2025-01,2025-08,7,Current
L1087,2025-01,2025-09,8,Current
L1087,2025-01,2025-10,9,Current
L1087,2025-01,2025-11,10,Current
L1087,2025-01,2025-12,11,Current
L1087,2025-01,2026-01,12,Current
L1087,2025-01,2026-02,13,Current
L1087,2025-01,2026-03,14,30 DPD
L1087,2025-01,2026-04,15,60 DPD
L1087,2025-01,2026-05,16,90 DPD
L1087,2025-01,2026-06,17,90 DPD
L1088,2025-01,2025-02,1,Current
L1088,2025-01,2025-03,2,Current
L1088,2025-01,2025-04,3,Current
L1088,2025-01,2025-05,4,Current
L1088,2025-01,2025-06,5,Current
L1088,2025-01,2025-07,6,Current
L1088,2025-01,2025-08,7,Current
L1088,2025-01,2025-09,8,Current
L1088,2025-01,2025-10,9,Current
L1088,2025-01,2025-11,10,Current
L1088,2025-01,2025-12,11,Current
L1088,2025-01,2026-01,12,Current
L1088,2025-01,2026-02,13,Current
L1089,2025-01,2025-02,1,Current
L1089,2025-01,2025-03,2,Current
L1089,2025-01,2025-04,3,Current
L1089,2025-01,2025-05,4,Current
L1089,2025-01,2025-06,5,Current
L1089,2025-01,2025-07,6,Current
L1089,2025-01,2025-08,7,Current
L1089,2025-01,2025-09,8,Current
